Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
385,Colby Jones,23,DET,SG,1,0,7,5.1,15.4,0.333,0,10.3,0,5.1,5.1,1,0.333,0,0,NA,0,20.6,20.6,10.3,0,0,0,5.1,10.3,NA
386,Bobi Klintman,22,DET,SF,1,0,7,5.1,10.3,0.5,0,0,NA,5.1,10.3,0.5,0.5,0,5.1,0,5.1,10.3,15.4,0,10.3,0,0,0,10.3,NA
387,Drake Powell,20,BRK,SG,1,0,7,5.1,5.1,1,0,0,NA,5.1,5.1,1,1,0,0,NA,0,10.3,10.3,0,0,0,5.1,20.6,10.3,NA
388,Mark Sears,23,MIL,PG,1,0,7,0,5.1,0,0,0,NA,0,5.1,0,0,0,0,NA,0,0,0,0,0,0,5.1,5.1,0,NA
389,Jae'Sean Tate,30,HOU,SF,1,0,7,10.3,15.4,0.667,0,0,NA,10.3,15.4,0.667,0.667,0,0,NA,0,5.1,5.1,0,5.1,0,0,15.4,20.6,NA
390,Harrison Ingram,23,SAS,SF,2,0,6,6,6,1,6,6,1,0,0,NA,1.5,0,0,NA,6,0,6,0,0,0,0,0,18,NA
391,AJ Johnson,21,WAS,SG,2,0,6,0,6,0,0,0,NA,0,6,0,0,0,0,NA,0,6,6,6,0,0,0,6,0,NA
392,David Jones García,24,SAS,SF,2,0,6,18,24,0.75,0,0,NA,18,24,0.75,0.75,6,6,1,6,0,6,12,0,0,0,12,42,NA
393,Johnny Juzang,24,MIN,SG,2,0,6,0,18,0,0,12,0,0,6,0,0,6,12,0.5,6,0,6,0,0,0,0,6,6,NA
394,Christian Koloko,25,LAL,C,2,0,6,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,6,6,0,0,0,0,6,0,NA
395,Tolu Smith,25,DET,PF,1,0,6,18,24,0.75,0,0,NA,18,24,0.75,0.75,30,42,0.714,12,12,24,0,6,0,6,0,66,NA
396,Jordan Walsh,21,BOS,PF,3,0,5,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
397,Hunter Dickinson,25,NOP,C,1,0,5,7.2,14.4,0.5,0,0,NA,7.2,14.4,0.5,0.5,0,0,NA,0,0,0,0,0,7.2,14.4,14.4,14.4,NA
398,Tyson Etienne,26,BRK,PG,1,0,5,0,7.2,0,0,7.2,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
399,E.J. Liddell,25,BRK,PF,1,0,5,14.4,21.6,0.667,7.2,14.4,0.5,7.2,7.2,1,0.833,7.2,7.2,1,7.2,7.2,14.4,0,0,0,0,0,43.2,NA
400,Jacob Toppin,25,ATL,SF,1,0,5,7.2,14.4,0.5,0,0,NA,7.2,14.4,0.5,0.5,0,0,NA,0,0,0,0,0,0,0,7.2,14.4,NA
401,Moussa Cisse,23,DAL,C,2,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
402,Sharife Cooper,24,WAS,PG,2,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,9,0,0,NA
403,Anthony Gill,33,WAS,PF,2,0,4,9,9,1,0,0,NA,9,9,1,1,18,18,1,0,0,0,0,0,0,9,9,36,NA
404,DaRon Holmes,23,DEN,PF,2,0,4,9,9,1,9,9,1,0,0,NA,1.5,0,0,NA,0,0,0,0,0,0,0,9,27,NA
405,Joe Ingles,38,MIN,SF,2,0,4,0,9,0,0,9,0,0,0,NA,0,0,0,NA,0,0,0,9,0,0,0,0,0,NA
406,Riley Minix,25,SAS,SF,2,0,4,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,9,9,9,0,0,0,0,0,NA
407,Jeff Green,39,HOU,PF,1,0,4,9,9,1,9,9,1,0,0,NA,1.5,0,0,NA,0,0,0,0,0,0,0,9,27,NA
408,Myron Gardner,24,MIA,SF,1,0,3,12,12,1,12,12,1,0,0,NA,1.5,0,0,NA,0,12,12,12,0,0,0,24,36,NA
409,Jahmyl Telfort,24,LAC,PF,1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
410,Thanasis Antetokounmpo,33,MIL,SF,1,0,2,0,18,0,0,0,NA,0,18,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA
411,Pat Connaughton,33,CHO,SG,1,0,2,36,36,1,0,0,NA,36,36,1,1,0,18,0,0,0,0,18,0,0,0,0,72,NA
412,Gary Harris,31,MIL,SG,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
413,Caleb Houstan,23,ATL,SF,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
414,Miles Kelly,23,DAL,PG,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,18,18,0,NA
415,Sidy Cissoko,21,POR,SF,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
416,Mohamed Diawara,20,NYK,SF,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
417,Johnny Furphy,21,IND,SG,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
418,Ron Harper Jr.,25,BOS,SF,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA
419,Hunter Sallis,22,PHI,SG,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,36,0,NA
420,Amari Williams,24,BOS,PF,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,36,0,36,0,0,0,0,0,0,NA
421,Jamir Watkins,24,WAS,SG,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,League Average,NA,,,NA,NA,NA,NA,NA,0.469,NA,NA,0.357,NA,NA,0.548,0.543,NA,NA,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
